,categoryNode,categoryPath,customerRating,itemId,largeImage,mediumImage,name,numReviews,parentItemId,salePrice,thumbnailImage,upc
347,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,3.75,54427781,https://i5.walmartimages.com/asr/f51e85d2-272c-4d63-83a4-39618a671f20_1.31bdd54c369a77662ab8f0d1e0de80e7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f51e85d2-272c-4d63-83a4-39618a671f20_1.31bdd54c369a77662ab8f0d1e0de80e7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Apple MacBook Air Intel Core i5 11.6"" 4GB RAM 128GB SSD Silver Grade A MJVM2LL/A",4,54427781,642.0,https://i5.walmartimages.com/asr/f51e85d2-272c-4d63-83a4-39618a671f20_1.31bdd54c369a77662ab8f0d1e0de80e7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,199627320414
348,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Lenovo Laptops,5.0,22084097,https://i5.walmartimages.com/asr/606f29b1-0f63-4abd-99d4-9c0f57be4ce8_1.eb68b858f3d9aa75b5c49adfbe3d5300.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/606f29b1-0f63-4abd-99d4-9c0f57be4ce8_1.eb68b858f3d9aa75b5c49adfbe3d5300.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Lenovo ThinkPad W530 Laptop i7-3720QM 2.6GHz 8GB 500GB 15.6"" LCD Win10 Webcam",1,22084097,424.99,https://i5.walmartimages.com/asr/606f29b1-0f63-4abd-99d4-9c0f57be4ce8_1.eb68b858f3d9aa75b5c49adfbe3d5300.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,887037776838
349,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,1.0,170082368,https://i5.walmartimages.com/asr/460eb27e-b593-40fd-98ca-bc325c1aec18_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/460eb27e-b593-40fd-98ca-bc325c1aec18_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Apple MacBook Air MD760LL/A Intel Core i5-4250U X2 1.3GHz 4GB 128GB SSD (Certified Refurbished),1,170082368,526.99,https://i5.walmartimages.com/asr/460eb27e-b593-40fd-98ca-bc325c1aec18_1.95ad261f6209f5e61d39a2a1fca32184.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,885909630882
350,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,2.0,624673262,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Dell Latitude E6400 Laptop Windows 7 Intel Core 2 Duo 2.26Ghz CPU 80GB HD 14.1 Inch Display 4GB RAM,3,624673262,129.0,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,618996960958
351,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,797171425,https://i5.walmartimages.com/asr/307285ec-fbd8-4135-b677-00ac7472874c_1.b24caaf81c05663749d7fa5ad80729f7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/307285ec-fbd8-4135-b677-00ac7472874c_1.b24caaf81c05663749d7fa5ad80729f7.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell - Inspiron 15 5000 2-in-1, 15.6-inch FHD, Intel Core i7-8550U, 8GB 2400MHz DDR4, 256 GB (SSD), Intel UHD graphics 620",0,797171425,800.0,https://i5.walmartimages.com/asr/307285ec-fbd8-4135-b677-00ac7472874c_1.b24caaf81c05663749d7fa5ad80729f7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116276746
352,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Lenovo Laptops,0.0,350937740,https://i5.walmartimages.com/asr/182a0532-6704-45a3-a3a2-1a61fe4a79f4_1.c33a91b48d978bba765eb655d6c381a8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/182a0532-6704-45a3-a3a2-1a61fe4a79f4_1.c33a91b48d978bba765eb655d6c381a8.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Lenovo ideapad 330s 15.6"" Laptop, Windows 10, Intel Core i7-8550U Quad-Core processor, 4GB DDR4 RAM, 16GB Intel Optane Memory, 1TB Hard Drive, Midnight Blue",0,350937740,499.0,https://i5.walmartimages.com/asr/182a0532-6704-45a3-a3a2-1a61fe4a79f4_1.c33a91b48d978bba765eb655d6c381a8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192563561323
353,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,0.0,201069437,https://i5.walmartimages.com/asr/d3ff7881-f23e-4f95-b8ca-23776920571b_1.44e82ed063b464f86bfe5b75882b5440.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d3ff7881-f23e-4f95-b8ca-23776920571b_1.44e82ed063b464f86bfe5b75882b5440.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 17-BY0020NR Jet Black, 17.3 inch Touch Laptop, Windows 10, Core i3-7020U DC Processor, 8GB Memory, 1TB Hard Drive, UMA Graphics, DVD",0,201069437,559.99,https://i5.walmartimages.com/asr/d3ff7881-f23e-4f95-b8ca-23776920571b_1.44e82ed063b464f86bfe5b75882b5440.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,192545210690
354,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,0.0,165234909,https://i5.walmartimages.com/asr/3d3b6102-7dd4-4bf0-b526-1ba3002f60ae_1.2315330109164d017349e18e8e149d64.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3d3b6102-7dd4-4bf0-b526-1ba3002f60ae_1.2315330109164d017349e18e8e149d64.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Refurbished Apple Macbook Pro 15.4 Intel Core 2 Duo 2.53GHz 4GB 250GB Laptop MC118LL/A (Scratch and Dent),0,165234909,469.29,https://i5.walmartimages.com/asr/3d3b6102-7dd4-4bf0-b526-1ba3002f60ae_1.2315330109164d017349e18e8e149d64.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,741807520901
355,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,1.0,137614797,https://i5.walmartimages.com/asr/c42cde56-d099-4749-98b7-2ab40e2fcbf5_1.5e2b3d42e9321504d7eda7c157901e76.png?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c42cde56-d099-4749-98b7-2ab40e2fcbf5_1.5e2b3d42e9321504d7eda7c157901e76.png?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Apple MacBook Pro 15.4-Inch Laptop Intel QuadCore i7 2.6GHz / 16GB DDR3 Memory / 1TB SSHD  (Solid State Hybrid) Drive - Refurbished,1,137614797,1249.0,https://i5.walmartimages.com/asr/c42cde56-d099-4749-98b7-2ab40e2fcbf5_1.5e2b3d42e9321504d7eda7c157901e76.png?odnHeight=100&odnWidth=100&odnBg=FFFFFF,743724270693
356,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,0.0,899283922,https://i5.walmartimages.com/asr/d2158ced-fd29-4d28-be2a-d8549a09988c_1.1ed18b35c2816867c4c6dce4af7a501d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d2158ced-fd29-4d28-be2a-d8549a09988c_1.1ed18b35c2816867c4c6dce4af7a501d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Dell Latitude E6410 Laptop Intel Core i5 2.4GHz 4GB RAM 120GB SSD Windows 7 Pro,0,899283922,174.97,https://i5.walmartimages.com/asr/d2158ced-fd29-4d28-be2a-d8549a09988c_1.1ed18b35c2816867c4c6dce4af7a501d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,680596404187
357,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,4.0,49924087,https://i5.walmartimages.com/asr/aa171eb1-a7df-45e6-9f3f-1c25d9d17a45_1.dca6c6369dacd157f50f2f65c4397d8b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/aa171eb1-a7df-45e6-9f3f-1c25d9d17a45_1.dca6c6369dacd157f50f2f65c4397d8b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell 14"" Latitude E6430S WA5-0868 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",1,49924087,233.0,https://i5.walmartimages.com/asr/aa171eb1-a7df-45e6-9f3f-1c25d9d17a45_1.dca6c6369dacd157f50f2f65c4397d8b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633350304
358,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,4.031,313535902,https://i5.walmartimages.com/asr/11792060-5260-42ea-8160-c09d2e990533_1.81c55b3e29059d78b620768cef5f352b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/11792060-5260-42ea-8160-c09d2e990533_1.81c55b3e29059d78b620768cef5f352b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell XPS 13-9360 13.3"" Touchscreen Notebook w/ Intel i5, 8GB RAM & 128GB SSD",15892,313535902,869.0,https://i5.walmartimages.com/asr/11792060-5260-42ea-8160-c09d2e990533_1.81c55b3e29059d78b620768cef5f352b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116219996
359,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,107179405,https://i5.walmartimages.com/asr/d2785908-1b98-45de-b26e-b764a294ae91_1.e61ae4caca70d79c0bbd6be3078e24d6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d2785908-1b98-45de-b26e-b764a294ae91_1.e61ae4caca70d79c0bbd6be3078e24d6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell XPS 15 9560 - 15.6"" - Core i7 7700HQ - 16 GB RAM - 512 GB SSD",0,107179405,1849.11,https://i5.walmartimages.com/asr/d2785908-1b98-45de-b26e-b764a294ae91_1.e61ae4caca70d79c0bbd6be3078e24d6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116261421
360,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,3.75,47085636,https://i5.walmartimages.com/asr/48d6f9dd-fb05-439c-8b30-0911674f5426_1.6b77007a3dd8ec2fa356550b9127c2e1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/48d6f9dd-fb05-439c-8b30-0911674f5426_1.6b77007a3dd8ec2fa356550b9127c2e1.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell 14"" E5430 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 500GB Hard Drive and Windows 10 Pro",12,47085636,218.0,https://i5.walmartimages.com/asr/48d6f9dd-fb05-439c-8b30-0911674f5426_1.6b77007a3dd8ec2fa356550b9127c2e1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633345485
361,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,3.842,259064827,https://i5.walmartimages.com/asr/82f05504-f15d-4d69-86e6-3ae0168b93d6_1.f732bfcee623330331839c1d2133ec85.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/82f05504-f15d-4d69-86e6-3ae0168b93d6_1.f732bfcee623330331839c1d2133ec85.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell i5570-7371SLV 15.6"" Laptop Intel Core i7 8th Gen 8550U (1.80 GHz) 12 GB DDR4 1 TB HDD Windows 10 Home",8822,259064827,1019.99,https://i5.walmartimages.com/asr/82f05504-f15d-4d69-86e6-3ae0168b93d6_1.f732bfcee623330331839c1d2133ec85.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116276371
362,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,4.0,49822542,https://i5.walmartimages.com/asr/86640730-56c1-44f6-b98c-e6da381372ea_1.1efa9985e513bde8b3026cb692146458.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/86640730-56c1-44f6-b98c-e6da381372ea_1.1efa9985e513bde8b3026cb692146458.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell Black 15.6"" Latitude E6530 WA5-0854 Laptop PC with Intel Core i7-3720QM Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",1,49822542,374.15,https://i5.walmartimages.com/asr/86640730-56c1-44f6-b98c-e6da381372ea_1.1efa9985e513bde8b3026cb692146458.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633349063
363,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,0.0,757937315,https://i5.walmartimages.com/asr/357b45b2-c5b7-443a-a644-7b40846a82e0_1.e8fbef89aaec18531bc595a0986f0240.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/357b45b2-c5b7-443a-a644-7b40846a82e0_1.e8fbef89aaec18531bc595a0986f0240.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP OMEN 15.6"" Gaming Laptop Computer - Intel i7, 8GB RAM, NVIDIA GTX 1050 (W2N39UA#ABA) + Elite Suite 17 Standard Software Bundle (Corel WordPerfect,PC Mover,PDF Fusion,X9) +1 Year Extended Warranty",0,757937315,947.0,https://i5.walmartimages.com/asr/357b45b2-c5b7-443a-a644-7b40846a82e0_1.e8fbef89aaec18531bc595a0986f0240.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,841434197276
364,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,580181819,https://i5.walmartimages.com/asr/57b9cc3f-5dd7-4a72-93e5-d722cccc72bf_1.84624ab89f9944c8bfcbb1823c949f95.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/57b9cc3f-5dd7-4a72-93e5-d722cccc72bf_1.84624ab89f9944c8bfcbb1823c949f95.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Flagship Asus VivoBook Flip 12 11.6"" 2-in-1 HD Touchscreen Business Laptop/tablet w/ Asus Stylus Pen- Intel N3350 Up to 2.4GHz 4GB RAM 64GB Emmc FingerPrint Reader USB Type-C 802.11ac Win 10",0,580181819,284.0,https://i5.walmartimages.com/asr/57b9cc3f-5dd7-4a72-93e5-d722cccc72bf_1.84624ab89f9944c8bfcbb1823c949f95.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,889349835449
365,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,51053654,https://i5.walmartimages.com/asr/da3f6de6-6a00-48ee-a8ed-986d2cc8d8bc_1.33b707b8d580aa26896ee74b5c2b9896.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/da3f6de6-6a00-48ee-a8ed-986d2cc8d8bc_1.33b707b8d580aa26896ee74b5c2b9896.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Lenovo ThinkPad P40 Yoga - 14"" - Core i7 6600U - 16 GB RAM - 512 GB SSD",0,51053654,1499.95,https://i5.walmartimages.com/asr/da3f6de6-6a00-48ee-a8ed-986d2cc8d8bc_1.33b707b8d580aa26896ee74b5c2b9896.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,190151427211
366,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,0.0,946507859,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,Refurbished Dell Latitude E6400 Laptop Windows 7 Intel Core 2 Duo 2.26Ghz CPU 2GB DDR2 RAM 40GB HD 14.1 Inch Display,0,946507859,115.0,https://i5.walmartimages.com/asr/80bff946-7d96-41f6-8242-0db3721bf932_1.1b92f50f7670c0b51bc31962dea36081.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,680569077394
367,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/Acer Laptops,0.0,462037372,https://i5.walmartimages.com/asr/a8420ffc-bf0b-4699-8083-69a1537630a4_2.b847d2573ae0dc0cc503b5e76517c5ff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/a8420ffc-bf0b-4699-8083-69a1537630a4_2.b847d2573ae0dc0cc503b5e76517c5ff.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Acer 15.6"" Aspire 3 Laptop AMD 3 GHz 6 GB Ram 1TB HDD Windows 10 Home | Manufacturer Refurbished",0,462037372,314.63,https://i5.walmartimages.com/asr/a8420ffc-bf0b-4699-8083-69a1537630a4_2.b847d2573ae0dc0cc503b5e76517c5ff.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,841631120459
368,3944_3951_1089430,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,0.0,725055321,https://i5.walmartimages.com/asr/3fc8109e-bd07-4d14-84f5-45a63b26a493_1.4f83518c24eb4215eda9518f7e07ceaf.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3fc8109e-bd07-4d14-84f5-45a63b26a493_1.4f83518c24eb4215eda9518f7e07ceaf.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP 17-X114DX Laptop Notebook PC Computer 17.3"" HD+ 7th Gen i5-7200U KABY LAKE 6GB 1TB",0,725055321,495.0,https://i5.walmartimages.com/asr/3fc8109e-bd07-4d14-84f5-45a63b26a493_1.4f83518c24eb4215eda9518f7e07ceaf.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,190780895931
369,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,3.75,55172685,https://i5.walmartimages.com/asr/da4e34c4-cbb5-4e03-b596-b433f68e2421_1.cb30dbab617fe4c95f3642a5a7698ff6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/da4e34c4-cbb5-4e03-b596-b433f68e2421_1.cb30dbab617fe4c95f3642a5a7698ff6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Lenovo ThinkPad T440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 320GB Hard Drive",8,55172685,260.0,https://i5.walmartimages.com/asr/da4e34c4-cbb5-4e03-b596-b433f68e2421_1.cb30dbab617fe4c95f3642a5a7698ff6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633408029
370,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,2.833,50910370,https://i5.walmartimages.com/asr/7d17a0ff-bc73-473b-94b7-ce9d8f0288ef_1.7dbab59a857b579216d5e10b43e6bf23.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7d17a0ff-bc73-473b-94b7-ce9d8f0288ef_1.7dbab59a857b579216d5e10b43e6bf23.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell Silver 14.1"" Latitude E6410 WA5-1165 Laptop PC with Intel Core i5-520M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",6,50910370,188.56,https://i5.walmartimages.com/asr/7d17a0ff-bc73-473b-94b7-ce9d8f0288ef_1.7dbab59a857b579216d5e10b43e6bf23.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633356320
371,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,408619629,https://i5.walmartimages.com/asr/ba378781-af01-4182-965a-feb10c17d17b_1.f77e9e97755d0b7e72e8e7c4ce463d3e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/ba378781-af01-4182-965a-feb10c17d17b_1.f77e9e97755d0b7e72e8e7c4ce463d3e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"2018 Newest HP Premium 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10 (Newest Model)",0,408619629,378.0,https://i5.walmartimages.com/asr/ba378781-af01-4182-965a-feb10c17d17b_1.f77e9e97755d0b7e72e8e7c4ce463d3e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,615317534355
372,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,493044409,https://i5.walmartimages.com/asr/5e400436-b134-47ce-a78f-171c54fd4a6d_1.afd632ad737e927f75b2fc4539d19b1a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/5e400436-b134-47ce-a78f-171c54fd4a6d_1.afd632ad737e927f75b2fc4539d19b1a.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",0,493044409,383.0,https://i5.walmartimages.com/asr/5e400436-b134-47ce-a78f-171c54fd4a6d_1.afd632ad737e927f75b2fc4539d19b1a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,618564692229
373,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0.0,54808092,https://i5.walmartimages.com/asr/eb18d8c5-e068-4798-95c1-42c23e669b57_1.f6e291096145753c0e4c782678024e9e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/eb18d8c5-e068-4798-95c1-42c23e669b57_1.f6e291096145753c0e4c782678024e9e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,SWITCH ALPHA 12 SA5-271-78M8 12IN 8GB 256GB W10H 11AC I7-6500U,0,54808092,648.99,https://i5.walmartimages.com/asr/eb18d8c5-e068-4798-95c1-42c23e669b57_1.f6e291096145753c0e4c782678024e9e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,888863793112
374,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,0.0,56218239,https://i5.walmartimages.com/asr/da7e7dc3-c30f-448e-a2cd-55cd39c195fc_1.86e9235d64c9acc5aaee57a52da75f3d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/da7e7dc3-c30f-448e-a2cd-55cd39c195fc_1.86e9235d64c9acc5aaee57a52da75f3d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Dell E5440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 128GB Solid State Drive",0,56218239,299.0,https://i5.walmartimages.com/asr/da7e7dc3-c30f-448e-a2cd-55cd39c195fc_1.86e9235d64c9acc5aaee57a52da75f3d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,825633434066
375,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,1.0,148864595,https://i5.walmartimages.com/asr/14753ac9-8786-4cdb-a741-809fd29448b7_1.08f00f964e687aaea4c259d6c1dd9f52.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/14753ac9-8786-4cdb-a741-809fd29448b7_1.08f00f964e687aaea4c259d6c1dd9f52.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Apple MacBook Pro 13.3"" 2.4GHz Dual-Core Intel i5 4GB 500GB HDD Laptop MD313LLA",1,148864595,419.62,https://i5.walmartimages.com/asr/14753ac9-8786-4cdb-a741-809fd29448b7_1.08f00f964e687aaea4c259d6c1dd9f52.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,741807521038
376,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/2-in-1 Laptops,3.797,51718057,https://i5.walmartimages.com/asr/f7354717-7ee3-48a3-81a4-24cabf1bdd84_1.3da6d30a5f712aed705d68266842757f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f7354717-7ee3-48a3-81a4-24cabf1bdd84_1.3da6d30a5f712aed705d68266842757f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Dell Gray 13.3"" Inspiron 13 5000 i5368-10024GRY Laptop PC with Intel Core i7-6500U Processor, 8GB Memory, touch screen, 256GB Solid State Drive and Windows 10 Home",3926,51718057,840.32,https://i5.walmartimages.com/asr/f7354717-7ee3-48a3-81a4-24cabf1bdd84_1.3da6d30a5f712aed705d68266842757f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,884116216766
377,3944_3951_1089430,Electronics/Computers/Laptops/Shop Laptops by Type/Apple Laptops,0.0,874186094,https://i5.walmartimages.com/asr/48a84155-a53d-451c-b299-9bc105724103_1.61d6781b5334c8717a47007461fbdc70.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/48a84155-a53d-451c-b299-9bc105724103_1.61d6781b5334c8717a47007461fbdc70.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,"Refurbished Apple MacBook Pro 15.4"" Laptop Intel i7-2720QM Quad Core 2.2GHz 4GB 500GB OS X",0,874186094,548.51,https://i5.walmartimages.com/asr/48a84155-a53d-451c-b299-9bc105724103_1.61d6781b5334c8717a47007461fbdc70.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,600171634938
